教科等,No,学習指導要領テキスト,学習指導要領コード
理容・美容,1910,(2) 労務管理,8Ei7503120000000
理容・美容,1911,ア  労務管理の基本的理論,8Ei7503121000000
理容・美容,1912,イ　社会保障制度,8Ei7503122000000
理容・美容,1913,(3) 接客,8Ei7503130000000
理容・美容,1914,ア  接客の意義と技術,8Ei7503131000000
理容・美容,1915,イ  消費者対応の基本的事項,8Ei7503132000000
理容・美容,1916,３　内容の取扱い,8Ei7505000000000
理容・美容,1917,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,8Ei7505100000000
理容・美容,1918,ア　指導に当たっては，経営管理や労務管理の理論的，技術的な学習にとどまることなく，理容・美容の業務に関する職業観の育成に努めること。,8Ei7505110000000
理容・美容,1919,イ　〔指導項目〕の(3)については，「理容実習」又は「美容実習」と関連させながら指導すること。また，理容所や美容所における実習等を通して，実践的な態度と能力を育てること。なお，接客の指導に当たっては，個々の生徒のコミュニケーション手段の特性に合わせて，的確な接客が身に付くよう留意すること。,8Ei7505120000000
理容・美容,1920,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,8Ei7505200000000
理容・美容,1921,ア　〔指導項目〕の(1)については，経営管理や事務に関わる基本的な理論と事例について取り扱うこと。また，理容業界や美容業界の現状などを，具体的な事例を基に指導すること。,8Ei7505210000000
理容・美容,1922,イ　〔指導項目〕の(2)については，労務管理の目的や範囲について関係法規と関連させながら取り扱うこと。,8Ei7505220000000
理容・美容,1923,ウ　〔指導項目〕の(3)については，実習を通して，接客の意義，接客用語などを重点的に取り扱うこと。,8Ei7505230000000
理容・美容,1924,〔理容実習〕,8Ei8500000000000
理容・美容,1925,"１　目標
理容・美容の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，理容の実践に必要な資質・能力を次のとおり育成することを目指す。",8Ei8502000000000
理容・美容,1926,(1) 理容の実践について体系的・系統的に理解するとともに，関連する技術を身に付けるようにする。,8Ei8502100000000
理容・美容,1927,(2) 理容の実践に関する課題を発見し，理容の職業倫理を踏まえ合理的かつ創造的に解決する力を養う。,8Ei8502200000000
理容・美容,1928,(3) よりよい理容の実践を目指して自ら学び，人々の公衆衛生の向上に主体的かつ協働的に取り組む態度を養う。,8Ei8502300000000
理容・美容,1929,"２　内容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",8Ei8503000000000
理容・美容,1930,〔指導項目〕,8Ei8503100000000
理容・美容,1931,(1) 基礎技術実習,8Ei8503110000000
理容・美容,1932,ア　実習の心構え,8Ei8503111000000
理容・美容,1933,イ  作業位置と姿勢,8Ei8503112000000
理容・美容,1934,ウ　施設の衛生管理,8Ei8503113000000
理容・美容,1935,(2) 器具の取扱い実習,8Ei8503120000000
理容・美容,1936,ア  管理方法と消毒方法,8Ei8503121000000
理容・美容,1937,イ　基本操作,8Ei8503122000000
理容・美容,1938,(3) 頭部，顔部及び頸部技術実習,8Ei8503130000000
理容・美容,1939,ア　ヘアカッティング技法,8Ei8503131000000
理容・美容,1940,イ  シャンプー技術,8Ei8503132000000
理容・美容,1941,ウ　頭部処置技術,8Ei8503133000000
理容・美容,1942,エ  ヘアアイロン技術,8Ei8503134000000
理容・美容,1943,オ　パーマネントウェービング,8Ei8503135000000
理容・美容,1944,カ　ヘアカラーリング,8Ei8503136000000
理容・美容,1945,キ  シェービングとその他の顔面処理技術,8Ei8503137000000
理容・美容,1946,(4) 特殊技術実習,8Ei8503140000000
理容・美容,1947,ア　エステティック技術,8Ei8503141000000
理容・美容,1948,イ　ネイル技術,8Ei8503142000000
理容・美容,1949,(5) 総合実習,8Ei8503150000000
理容・美容,1950,３　内容の取扱い,8Ei8505000000000
理容・美容,1951,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,8Ei8505100000000
理容・美容,1952,ア  指導に当たっては，「理容・美容技術理論」と関連させながら，理容師としての専門的な技術を取り扱うこと。,8Ei8505110000000
理容・美容,1953,イ  器具，用具類の基本操作の指導に当たっては，安全で確実な操作の習得を優先するとともに，けが等の応急処置の方法にも触れること。,8Ei8505120000000
理容・美容,1954,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,8Ei8505200000000
理容・美容,1955,ア　〔指導項目〕の(1)については，実習を行う際の一般的な留意事項や衛生上の留意事項について取り扱うこと。,8Ei8505210000000
理容・美容,1956,イ　〔指導項目〕の(2)については，刃物類の安全性に留意して取り扱うとともに，刃物類，櫛，ブラシ類の消毒方法などを重点的に取り扱うこと。,8Ei8505220000000
理容・美容,1957,ウ　〔指導項目〕の(3)については，準備から事後処理までの順序や各種技法の特徴などを中心に，頭部処置，顔部処置及び頸部処置の実際を取り扱うこと。,8Ei8505230000000
理容・美容,1958,エ　〔指導項目〕の(4)については，各種香粧品の取扱い，パッチテストの方法， マッサージの基本手技等を取り扱うこと。,8Ei8505240000000
理容・美容,1959,〔美容実習〕,8Ei9500000000000
理容・美容,1960,"１　目標
理容・美容の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，美容の実践に必要な資質・能力を次のとおり育成することを目指す。",8Ei9502000000000
理容・美容,1961,(1) 美容の実践について体系的・系統的に理解するとともに，関連する技術を身に付けるようにする。,8Ei9502100000000
理容・美容,1962,(2) 美容の実践に関する課題を発見し，美容の職業倫理を踏まえ合理的かつ創造的に解決する力を養う。,8Ei9502200000000
理容・美容,1963,(3) よりよい美容の実践を目指して自ら学び，人々の公衆衛生の向上に主体的かつ協働的に取り組む態度を養う。,8Ei9502300000000
理容・美容,1964,"２　内容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",8Ei9503000000000
理容・美容,1965,〔指導項目〕,8Ei9503100000000
理容・美容,1966,(1) 基礎技術実習,8Ei9503110000000
理容・美容,1967,ア　実習の心構え,8Ei9503111000000
理容・美容,1968,イ  作業位置と姿勢,8Ei9503112000000
理容・美容,1969,ウ　施設の衛生管理,8Ei9503113000000
理容・美容,1970,(2) 器具の取扱い実習,8Ei9503120000000
理容・美容,1971,ア  管理方法と消毒方法,8Ei9503121000000
理容・美容,1972,イ　基本操作,8Ei9503122000000
理容・美容,1973,(3) 頭部，顔部及び頸部技術実習,8Ei9503130000000
理容・美容,1974,ア　トリートメント技術,8Ei9503131000000
理容・美容,1975,イ  ヘアシャンプー技術,8Ei9503132000000
理容・美容,1976,ウ　ヘアカッティング技法,8Ei9503133000000
理容・美容,1977,エ　パーマネント技法,8Ei9503134000000
理容・美容,1978,オ  ヘアセッティング技法,8Ei9503135000000
理容・美容,1979,カ　ヘアカラーリング,8Ei9503136000000
理容・美容,1980,キ　メイクアップ,8Ei9503137000000
理容・美容,1981,ク  まつ毛エクステンション,8Ei9503138000000
理容・美容,1982,(4) 特殊技術実習,8Ei9503140000000
理容・美容,1983,ア  エステティック技術,8Ei9503141000000
理容・美容,1984,イ　ネイル技術,8Ei9503142000000
理容・美容,1985,(5) 和装技術実習,8Ei9503150000000
理容・美容,1986,ア　日本髪,8Ei9503151000000
理容・美容,1987,イ  着付け,8Ei9503152000000
理容・美容,1988,(6) 総合実習,8Ei9503160000000
理容・美容,1989,３　内容の取扱い,8Ei9505000000000
理容・美容,1990,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,8Ei9505100000000
理容・美容,1991,ア　指導に当たっては，「理容・美容技術理論」と関連させながら，美容師としての専門的な技術を取り扱うこと。,8Ei9505110000000
