,教科等,学習指導要領テキスト
2566,生活,(1) 学校，家庭及び地域の生活に関わることを通して，自分と身近な人々，社会及び自然との関わりについて考えることができ，それらのよさやすばらしさ，自分との関わりに気付き，地域に愛着をもち自然を大切にしたり，集団や社会の一員として安全で適切な行動をしたりするようにする。
2567,生活,(2) 身近な人々，社会及び自然と触れ合ったり関わったりすることを通して，それらを工夫したり楽しんだりすることができ，活動のよさや大切さに気付き，自分たちの遊びや生活をよりよくするようにする。
2568,生活,(3) 自分自身を見つめることを通して，自分の生活や成長，身近な人々の支えについて考えることができ，自分のよさや可能性に気付き，意欲と自信をもって生活するようにする。
2569,生活,"２　内容
１の資質・能力を育成するため，次の内容を指導する。"
2570,生活,〔学校，家庭及び地域の生活に関する内容〕
2571,生活,(1) 学校生活に関わる活動を通して，学校の施設の様子や学校生活を支えている人々や友達，通学路の様子やその安全を守っている人々などについて考えることができ，学校での生活は様々な人や施設と関わっていることが分かり，楽しく安心して遊びや生活をしたり，安全な登下校をしたりしようとする。
2572,生活,(2) 家庭生活に関わる活動を通して，家庭における家族のことや自分でできることなどについて考えることができ，家庭での生活は互いに支え合っていることが分かり，自分の役割を積極的に果たしたり，規則正しく健康に気を付けて生活したりしようとする。 
2573,生活,(3) 地域に関わる活動を通して，地域の場所やそこで生活したり働いたりしている人々について考えることができ，自分たちの生活は様々な人や場所と関わっていることが分かり，それらに親しみや愛着をもち，適切に接したり安全に生活したりしようとする。
2574,生活,〔身近な人々，社会及び自然と関わる活動に関する内容〕
2575,生活,(4) 公共物や公共施設を利用する活動を通して，それらのよさを感じたり働きを捉えたりすることができ，身の回りにはみんなで使うものがあることやそれらを支えている人々がいることなどが分かるとともに，それらを大切にし，安全に気を付けて正しく利用しようとする。
2576,生活,(5) 身近な自然を観察したり，季節や地域の行事に関わったりするなどの活動を通して，それらの違いや特徴を見付けることができ，自然の様子や四季の変化，季節によって生活の様子が変わることに気付くとともに，それらを取り入れ自分の生活を楽しくしようとする。
2577,生活,(6) 身近な自然を利用したり，身近にある物を使ったりするなどして遊ぶ活動を通して，遊びや遊びに使う物を工夫してつくることができ，その面白さや自然の不思議さに気付くとともに，みんなと楽しみながら遊びを創り出そうとする。
2578,生活,(7) 動物を飼ったり植物を育てたりする活動を通して，それらの育つ場所，変化や成長の様子に関心をもって働きかけることができ，それらは生命をもっていることや成長していることに気付くとともに，生き物への親しみをもち，大切にしようとする。
2579,生活,(8) 自分たちの生活や地域の出来事を身近な人々と伝え合う活動を通して，相手のことを想像したり伝えたいことや伝え方を選んだりすることができ，身近な人々と関わることのよさや楽しさが分かるとともに，進んで触れ合い交流しようとする。
