教科等,No,学習指導要領テキスト,学習指導要領コード
音楽,2710,「うさぎ」　　　　　（日本古謡）,8.28024E+15
音楽,2711,「茶つみ」　　　　　（文部省唱歌）,8.28024E+15
音楽,2712,「春の小川」　　　　（文部省唱歌）高野辰之《たかのたつゆき》作詞　岡野貞一《おかもとていいち》作曲,8.28024E+15
音楽,2713,「ふじ山」　　　　　（文部省唱歌）巌谷小波《いわやさざなみ》作詞,8.28024E+15
音楽,2714,〔第４学年〕,8.28025E+15
音楽,2715,「さくらさくら」　　（日本古謡）,8.28025E+15
音楽,2716,「とんび」　　　　 　葛原《くずはら》しげる作詞　梁田貞《やなだただし》作曲,8.28025E+15
音楽,2717,「まきばの朝」　　　（文部省唱歌）船橋栄吉《ふなばしえいきち》作曲,8.28025E+15
音楽,2718,「もみじ」　　　　　（文部省唱歌）高野辰之《たかのたつゆき》作詞　岡野貞一《おかもとていいち》作曲,8.28025E+15
音楽,2719,(2) 主となる器楽教材については，既習の歌唱教材を含め，簡単な重奏や合奏などの曲を取り扱う。,82802C5200000000
音楽,2720,(3) 鑑賞教材は次に示すものを取り扱う。,82802C5300000000
音楽,2721,ア　和楽器の音楽を含めた我が国の音楽，郷土の音楽，諸外国に伝わる民謡など生活との関わりを捉えやすい音楽，劇の音楽，人々に長く親しまれている音楽など，いろいろな種類の曲,82802C5310000000
音楽,2722,イ　音楽を形づくっている要素の働きを感じ取りやすく，聴く楽しさを得やすい曲,82802C5320000000
音楽,2723,ウ　楽器や人の声による演奏表現の違いを聴き取りやすい，独奏，重奏，独唱，重唱を含めたいろいろな演奏形態による曲,82802C5330000000
音楽,2724,〔第５学年及び第６学年〕,82802D0000000000
音楽,2725,１　目標　,82802D2000000000
音楽,2726,(1) 曲想と音楽の構造などとの関わりについて理解するとともに，表したい音楽表現をするために必要な歌唱，器楽，音楽づくりの技能を身に付けるようにする。,82802D2100000000
音楽,2727,(2) 音楽表現を考えて表現に対する思いや意図をもつことや，曲や演奏のよさなどを見いだしながら音楽を味わって聴くことができるようにする。,82802D2200000000
音楽,2728,(3) 主体的に音楽に関わり，協働して音楽活動をする楽しさを味わいながら，様々な音楽に親しむとともに，音楽経験を生かして生活を明るく潤いのあるものにしようとする態度を養う。,82802D2300000000
音楽,2729,２　内容,82802D3000000000
音楽,2730,Ａ　表現,82802D3100000000
音楽,2731,(1) 歌唱の活動を通して，次の事項を身に付けることができるよう指導する。,82802D3110000000
音楽,2732,ア  歌唱表現についての知識や技能を得たり生かしたりしながら，曲の特徴にふさわしい表現を工夫し，どのように歌うかについて思いや意図をもつこと。,82802D3111000000
音楽,2733,イ　曲想と音楽の構造や歌詞の内容との関わりについて理解すること。,82802D3112000000
音楽,2734,ウ　思いや意図に合った表現をするために必要な次の(ｱ)から(ｳ)までの技能を身に付けること。,82802D3113000000
音楽,2735,(ｱ) 範唱を聴いたり，ハ長調及びイ短調の楽譜を見たりして歌う技能,82802D3113100000
音楽,2736,(ｲ) 呼吸及び発音の仕方に気を付けて，自然で無理のない，響きのある歌い方で歌う技能,82802D3113200000
音楽,2737,(ｳ) 各声部の歌声や全体の響き，伴奏を聴いて，声を合わせて歌う技能,82802D3113300000
音楽,2738,(2) 器楽の活動を通して，次の事項を身に付けることができるよう指導する。,82802D3120000000
音楽,2739,ア　器楽表現についての知識や技能を得たり生かしたりしながら，曲の特徴にふさわしい表現を工夫し，どのように演奏するかについて思いや意図をもつこと。,82802D3121000000
音楽,2740,イ　次の(ｱ)及び(ｲ)について理解すること。,82802D3122000000
音楽,2741,(ｱ) 曲想と音楽の構造との関わり,82802D3122100000
音楽,2742,(ｲ) 多様な楽器の音色や響きと演奏の仕方との関わり,82802D3122200000
音楽,2743,ウ　思いや意図に合った表現をするために必要な次の(ｱ)から(ｳ)までの技能を身に付けること。,82802D3123000000
音楽,2744,(ｱ) 範奏を聴いたり，ハ長調及びイ短調の楽譜を見たりして演奏する技能,82802D3123100000
音楽,2745,(ｲ) 音色や響きに気を付けて，旋律楽器及び打楽器を演奏する技能,82802D3123200000
音楽,2746,(ｳ) 各声部の楽器の音や全体の響き，伴奏を聴いて，音を合わせて演奏する技能,82802D3123300000
音楽,2747,(3) 音楽づくりの活動を通して，次の事項を身に付けることができるよう指導する。,82802D3130000000
音楽,2748,ア　音楽づくりについての知識や技能を得たり生かしたりしながら，次の(ｱ)及び(ｲ)をできるようにすること。,82802D3131000000
音楽,2749,(ｱ) 即興的に表現することを通して，音楽づくりの様々な発想を得ること。,82802D3131100000
音楽,2750,(ｲ) 音を音楽へと構成することを通して，どのように全体のまとまりを意識した音楽をつくるかについて思いや意図をもつこと。,82802D3131200000
音楽,2751,イ　次の(ｱ)及び(ｲ)について，それらが生み出すよさや面白さなどと関わらせて理解すること。　,82802D3132000000
音楽,2752,(ｱ) いろいろな音の響きやそれらの組合せの特徴,82802D3132100000
音楽,2753,(ｲ) 音やフレーズのつなげ方や重ね方の特徴,82802D3132200000
音楽,2754,ウ　発想を生かした表現や，思いや意図に合った表現をするために必要な次の(ｱ)及び(ｲ)の技能を身に付けること。,82802D3133000000
音楽,2755,(ｱ) 設定した条件に基づいて，即興的に音を選択したり組み合わせたりして表現する技能 ,82802D3133100000
音楽,2756,(ｲ) 音楽の仕組みを用いて，音楽をつくる技能,82802D3133200000
音楽,2757,Ｂ　鑑賞,82802D3200000000
音楽,2758,(1) 鑑賞の活動を通して，次の事項を身に付けることができるよう指導する。,82802D3210000000
